,Complaint ID,Product,Sub-product,Issue,Sub-issue,State,ZIP code,Date received,Date sent to company,Company,Company response,Timely response?,Consumer disputed?
4703,1256174,Credit card,,Other,,TX,76227.0,2015-02-25,2015-03-03,GE Capital Retail,Closed with explanation,Yes,
4704,1256912,Money transfers,Domestic (US) money transfer,Other transaction issues,,TX,76132.0,2015-02-25,2015-03-03,MoneyGram,In progress,Yes,
4705,1256914,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,FL,32656.0,2015-02-25,2015-03-04,Concord Resolution Inc,In progress,Yes,
4706,1256171,Credit card,,Closing/Cancelling account,,NY,10573.0,2015-02-25,2015-02-25,Capital One,Closed with explanation,Yes,
4707,1257715,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,NM,88012.0,2015-02-25,2015-03-04,Wells Fargo,Closed with explanation,Yes,Yes
4708,1256170,Bank account or service,Checking account,"Account opening, closing, or management",,MI,48204.0,2015-02-25,2015-02-26,PNC Bank,In progress,Yes,
4709,1256400,Credit reporting,,Improper use of my credit report,Report improperly shared by CRC,GA,30122.0,2015-02-25,2015-03-04,TransUnion,Closed with explanation,Yes,Yes
4710,1257387,Student loan,Non-federal student loan,Can't repay my loan,,NY,12401.0,2015-02-25,2015-02-25,Discover,Closed with explanation,Yes,Yes
4711,1257386,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was paid,OH,43014.0,2015-02-25,2015-02-25,"MSW Capital, LLC",Closed with explanation,Yes,
4712,1257872,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,CA,91763.0,2015-02-25,2015-03-04,Stellar Recovery Inc.,Closed with explanation,Yes,Yes
4713,1257384,Credit card,,Customer service / Customer relations,,OH,44305.0,2015-02-25,2015-02-25,GE Capital Retail,Closed with explanation,Yes,Yes
4714,1256154,Credit card,,Unsolicited issuance of credit card,,NJ,8816.0,2015-02-25,2015-03-02,PNC Bank,In progress,Yes,
4715,1256147,Prepaid card,General purpose card,"Overdraft, savings or rewards features",,HI,96826.0,2015-02-25,2015-03-03,"NetSpend Corporation,  a TSYS Company",Closed with monetary relief,Yes,
4716,1259495,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,UT,84405.0,2015-02-25,2015-02-27,"Healthcare Collections-I, LLC",Closed with explanation,Yes,
4717,1256881,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,CA,95120.0,2015-02-25,2015-03-03,Nationstar Mortgage,Closed with explanation,Yes,
4718,1255834,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,DE,19709.0,2015-02-25,2015-02-25,Experian,In progress,Yes,
4719,1255716,Money transfers,Domestic (US) money transfer,Fraud or scam,,NC,28097.0,2015-02-25,2015-02-25,MoneyGram,Closed with explanation,Yes,
4720,1256856,Mortgage,VA mortgage,"Application, originator, mortgage broker",,FL,32925.0,2015-02-25,2015-02-25,USAA Savings,Closed with explanation,Yes,Yes
4721,1256146,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,GA,30306.0,2015-02-25,2015-03-03,"Frederick J. Hanna & Associates, P.C.",Closed with explanation,Yes,
4722,1256139,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,GA,30044.0,2015-02-25,2015-02-25,Citibank,In progress,Yes,
4723,1256836,Debt collection,Medical,False statements or representation,Attempted to collect wrong amount,NJ,7011.0,2015-02-25,2015-02-25,Transworld Systems Inc.,Closed with explanation,Yes,
4724,1256226,Credit card,,Closing/Cancelling account,,UT,84047.0,2015-02-25,2015-03-03,Capital One,Closed with explanation,Yes,
4725,1256223,Credit card,,Customer service / Customer relations,,NJ,8053.0,2015-02-25,2015-03-03,Bank of America,Closed with explanation,Yes,
4726,1256807,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,CA,92057.0,2015-02-25,2015-03-03,Citibank,In progress,Yes,
4727,1256196,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,IL,60002.0,2015-02-25,2015-03-03,Transworld Systems Inc.,Closed with explanation,Yes,
4728,1255715,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,WA,98272.0,2015-02-25,2015-02-25,Wells Fargo,Closed with non-monetary relief,Yes,
4729,1257333,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,CA,94540.0,2015-02-25,2015-02-25,Resurgent Capital Services L.P.,In progress,Yes,
4730,1255720,Credit reporting,,Incorrect information on credit report,Information is not mine,CA,91326.0,2015-02-25,2015-03-03,Experian,In progress,Yes,
4731,1256787,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,TN,37211.0,2015-02-25,2015-02-25,U.S. Bancorp,Closed with explanation,Yes,
4732,1256225,Bank account or service,Checking account,Problems caused by my funds being low,,CA,91301.0,2015-02-25,2015-02-26,Wells Fargo,Closed with explanation,Yes,
4733,1256185,Consumer loan,Installment loan,Taking out the loan or lease,,SC,29325.0,2015-02-25,2015-03-03,"Receivable Recovery Services, LLC",In progress,Yes,
4734,1256178,Mortgage,Other mortgage,Other,,CA,94804.0,2015-02-25,2015-03-03,Ocwen,In progress,Yes,
4735,1256222,Consumer loan,Vehicle loan,Problems when you are unable to pay,,TX,78691.0,2015-02-25,2015-03-03,Capital One,Closed with explanation,Yes,Yes
4736,1256780,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,CO,80504.0,2015-02-25,2015-02-25,"Linebarger Goggan Blair & Sampson, LLP",Closed with explanation,Yes,
4737,1256201,Bank account or service,Checking account,"Account opening, closing, or management",,KY,40509.0,2015-02-25,2015-02-26,JPMorgan Chase,In progress,Yes,
4738,1256779,Bank account or service,Other bank product/service,Deposits and withdrawals,,AR,72143.0,2015-02-25,2015-02-26,Bank of America,Closed with explanation,Yes,
4739,1256200,Bank account or service,Checking account,"Account opening, closing, or management",,KY,40509.0,2015-02-25,2015-02-26,U.S. Bancorp,Closed with non-monetary relief,Yes,
4740,1256786,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,TX,77354.0,2015-02-25,2015-02-25,PHH Mortgage,In progress,Yes,
4741,1256199,Debt collection,Credit card,Improper contact or sharing of info,Contacted me after I asked not to,MN,56007.0,2015-02-25,2015-02-25,Citibank,Closed with monetary relief,Yes,
4742,1256778,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,NE,68516.0,2015-02-25,2015-02-25,Citibank,Closed with explanation,Yes,Yes
4743,1256198,Consumer loan,Installment loan,Managing the loan or lease,,SC,,2015-02-25,2015-02-26,Ford Motor Credit Company,In progress,Yes,
4744,1257882,Bank account or service,Savings account,"Account opening, closing, or management",,CO,80301.0,2015-02-25,2015-02-26,U.S. Bancorp,Closed with explanation,Yes,Yes
4745,1259540,Money transfers,International money transfer,Fraud or scam,,AZ,85032.0,2015-02-25,2015-02-26,MoneyGram,Closed with explanation,Yes,Yes
4746,1256211,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,NJ,7430.0,2015-02-25,2015-03-03,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,
4747,1256783,Debt collection,"Other (phone, health club, etc.)",Communication tactics,Frequent or repeated calls,MO,64093.0,2015-02-25,2015-02-25,Encore Capital Group,Closed with non-monetary relief,Yes,
4748,1257368,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,,98115.0,2015-02-25,2015-02-25,TransUnion,Closed with explanation,Yes,
4749,1259542,Mortgage,Conventional adjustable mortgage (ARM),Credit decision / Underwriting,,AZ,85032.0,2015-02-25,2015-02-26,Citibank,Closed with explanation,Yes,
4750,1256208,Credit card,,Billing disputes,,FL,32224.0,2015-02-25,2015-02-25,Wells Fargo,Closed with explanation,Yes,
4751,1256202,Bank account or service,Checking account,Deposits and withdrawals,,FL,33756.0,2015-02-25,2015-02-25,Wells Fargo,Closed with explanation,Yes,
4752,1256812,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Right to dispute notice not received,OH,43004.0,2015-02-25,2015-02-25,"MRS BPO, L.L.C.",Closed with explanation,Yes,
4753,1257373,Credit reporting,,Incorrect information on credit report,Information is not mine,PA,19607.0,2015-02-25,2015-03-03,TransUnion,Closed with explanation,Yes,
4754,1256220,Bank account or service,Other bank product/service,"Account opening, closing, or management",,FL,33852.0,2015-02-25,2015-03-03,Fifth Third Bank,Closed with monetary relief,Yes,
4755,1256219,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,NY,10469.0,2015-02-25,2015-03-03,Wells Fargo,In progress,Yes,
4756,1257146,Credit reporting,,Incorrect information on credit report,Account status,,45342.0,2015-02-25,2015-02-25,Equifax,Closed with explanation,Yes,
4757,1257359,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,FL,33146.0,2015-02-25,2015-02-25,Seterus,Closed with explanation,Yes,
4758,1257363,Mortgage,Conventional adjustable mortgage (ARM),"Application, originator, mortgage broker",,MD,20723.0,2015-02-25,2015-02-25,"Green Tree Servicing, LLC",Closed with explanation,Yes,
4759,1256803,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,NJ,8875.0,2015-02-25,2015-03-03,Wells Fargo,In progress,Yes,
4760,1257367,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,,98115.0,2015-02-25,2015-02-25,Experian,Closed with explanation,Yes,Yes
4761,1256231,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,DC,20002.0,2015-02-25,2015-03-03,Round Point Mortgage,In progress,Yes,
4762,1256796,Bank account or service,Checking account,Deposits and withdrawals,,CA,90630.0,2015-02-25,2015-03-02,U.S. Bancorp,Closed with explanation,Yes,
4763,1257380,Bank account or service,Checking account,Deposits and withdrawals,,MD,21207.0,2015-02-25,2015-02-26,PNC Bank,Closed with explanation,Yes,
4764,1256833,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,NJ,8721.0,2015-02-25,2015-03-03,Nationstar Mortgage,Closed with explanation,Yes,Yes
4765,1257342,Credit card,,Application processing delay,,DC,20015.0,2015-02-25,2015-03-02,GE Capital Retail,Closed with explanation,Yes,
4766,1255528,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,AZ,85282.0,2015-02-25,2015-02-25,Citibank,Closed,Yes,Yes
4767,1255520,Bank account or service,Checking account,Using a debit or ATM card,,CO,80916.0,2015-02-25,2015-03-04,Wells Fargo,Closed with explanation,Yes,
4768,1257720,Mortgage,VA mortgage,Credit decision / Underwriting,,CA,92660.0,2015-02-25,2015-02-26,Freedom Mortgage,Closed with explanation,Yes,Yes
4769,1257341,Credit card,,Closing/Cancelling account,,DC,20015.0,2015-02-25,2015-03-02,Citibank,Closed with non-monetary relief,Yes,
4770,1255555,Bank account or service,Checking account,"Account opening, closing, or management",,NY,10463.0,2015-02-25,2015-02-25,Wells Fargo,Closed with explanation,Yes,
4771,1255553,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,CA,92882.0,2015-02-25,2015-02-25,"Servis One, Inc.",In progress,Yes,
4772,1256808,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,NY,11040.0,2015-02-25,2015-03-03,Nationstar Mortgage,Closed with explanation,Yes,
4773,1255724,Mortgage,FHA mortgage,Settlement process and costs,,MO,65619.0,2015-02-25,2015-02-25,"PennyMac Loan Services, LLC",Closed with explanation,Yes,
4774,1256831,Credit reporting,,Incorrect information on credit report,Account status,WI,53144.0,2015-02-25,2015-03-06,TransUnion,Closed with explanation,Yes,
4775,1256830,Money transfers,International money transfer,Other transaction issues,,MT,59801.0,2015-02-25,2015-02-25,Western Union,Closed with explanation,Yes,
4776,1256820,Debt collection,Payday loan,False statements or representation,Impersonated an attorney or official,WI,53143.0,2015-02-25,2015-02-25,"Advance America, Cash Advance Centers, Inc.",Closed with explanation,Yes,
4777,1256817,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,MD,21774.0,2015-02-25,2015-02-25,Ocwen,Closed with explanation,Yes,Yes
4778,1259545,Bank account or service,Checking account,"Account opening, closing, or management",,AZ,85032.0,2015-02-25,2015-02-26,BBVA Compass,Closed with explanation,Yes,Yes
4779,1256814,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,FL,34481.0,2015-02-25,2015-02-25,Nationstar Mortgage,Closed with explanation,Yes,
4780,1256821,Bank account or service,Other bank product/service,Deposits and withdrawals,,FL,33467.0,2015-02-25,2015-03-03,Bank of America,Closed with explanation,Yes,
4781,1256828,Bank account or service,Other bank product/service,"Account opening, closing, or management",,FL,33444.0,2015-02-25,2015-03-04,Wells Fargo,Closed with explanation,Yes,
4782,1257149,Credit card,,Billing disputes,,TX,77383.0,2015-02-25,2015-03-02,Bank of America,Closed with explanation,Yes,
4783,1256823,Credit reporting,,Incorrect information on credit report,Information is not mine,IN,47714.0,2015-02-25,2015-02-25,Experian,Closed with explanation,Yes,Yes
4784,1259543,Consumer loan,Vehicle loan,Taking out the loan or lease,,AZ,85032.0,2015-02-25,2015-02-26,JPMorgan Chase,Closed with explanation,Yes,Yes
4785,1259539,Credit card,,Billing disputes,,AZ,85032.0,2015-02-25,2015-02-26,Bank of America,Closed,Yes,Yes
4786,1255781,Debt collection,Medical,Disclosure verification of debt,Not disclosed as an attempt to collect,WI,54140.0,2015-02-25,2015-03-03,AmeriCollect,Closed with explanation,Yes,
4787,1257325,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,GA,30228.0,2015-02-25,2015-02-25,Rushmore Loan Management Services LLC,Closed with explanation,Yes,
4788,1256446,Credit reporting,,Incorrect information on credit report,Information is not mine,CA,92660.0,2015-02-25,2015-02-25,Equifax,In progress,Yes,
4789,1256852,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,PA,19114.0,2015-02-25,2015-02-25,HSBC,Closed with explanation,Yes,
4790,1257098,Credit card,,Bankruptcy,,NC,27514.0,2015-02-25,2015-02-26,Discover,Closed with explanation,Yes,
4791,1257873,Money transfers,Domestic (US) money transfer,Wrong amount charged or received,,IL,60564.0,2015-02-25,2015-02-26,PayPal,Closed with explanation,Yes,
4792,1256906,Debt collection,,False statements or representation,Impersonated an attorney or official,AK,99611.0,2015-02-25,2015-02-25,"United Recovery Group, LLC",Closed with explanation,Yes,
4793,1257265,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,MA,1473.0,2015-02-25,2015-03-03,"Select Portfolio Servicing, Inc",Closed with explanation,Yes,
4794,1257014,Mortgage,FHA mortgage,Settlement process and costs,,CA,95207.0,2015-02-25,2015-02-25,"Caliber Home Loans, Inc",Closed with explanation,Yes,
4795,1256841,Debt collection,Medical,Disclosure verification of debt,Right to dispute notice not received,TX,78660.0,2015-02-25,2015-02-25,Medical Business Bureau,Closed with explanation,Yes,Yes
4796,1256902,Student loan,Non-federal student loan,Dealing with my lender or servicer,,IN,46062.0,2015-02-25,2015-02-25,AES/PHEAA,Closed with explanation,Yes,
4797,1256868,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,HI,96825.0,2015-02-25,2015-03-03,Bank of Hawaii,Closed with explanation,Yes,Yes
4798,1256853,Bank account or service,Checking account,Deposits and withdrawals,,CO,80219.0,2015-02-25,2015-02-26,Wells Fargo,Closed with monetary relief,Yes,
4799,1256865,Credit reporting,,Incorrect information on credit report,Account terms,WA,99403.0,2015-02-25,2015-02-25,TransUnion,In progress,Yes,
4800,1256854,Bank account or service,Other bank product/service,Deposits and withdrawals,,NV,89123.0,2015-02-25,2015-02-26,Capital One,In progress,Yes,
4801,1256860,Debt collection,"Other (phone, health club, etc.)",Communication tactics,Frequent or repeated calls,OR,97415.0,2015-02-25,2015-03-11,"Diversified Consultants, Inc.",Closed with explanation,Yes,
4802,1256886,Mortgage,VA mortgage,"Application, originator, mortgage broker",,CA,94587.0,2015-02-25,2015-02-25,"First Direct Lending, LLC",In progress,Yes,
4803,1256901,Consumer loan,Installment loan,Managing the loan or lease,,WV,26386.0,2015-02-25,2015-03-04,"Scott Fetzer Financial Group, Inc.",Closed with monetary relief,Yes,
4804,1256871,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was paid,MA,1970.0,2015-02-25,2015-02-26,Citibank,Closed with explanation,Yes,
4805,1256887,Consumer loan,Vehicle loan,Problems when you are unable to pay,,TX,78552.0,2015-02-25,2015-03-03,"Westlake Services, LLC",Closed with explanation,Yes,
4806,1257162,Credit card,,Delinquent account,,PA,19136.0,2015-02-25,2015-02-25,Discover,Closed with explanation,Yes,Yes
4807,1256899,Credit reporting,,Incorrect information on credit report,Information is not mine,CA,91701.0,2015-02-25,2015-02-25,Equifax,Closed with explanation,Yes,
4808,1256917,Mortgage,VA mortgage,Credit decision / Underwriting,,NJ,8012.0,2015-02-25,2015-03-03,NVR Inc,Closed with explanation,Yes,
4809,1257321,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,IL,60657.0,2015-02-25,2015-03-03,Collection Bureau of America Ltd.,Closed with explanation,Yes,
4810,1255827,Debt collection,Mortgage,Cont'd attempts collect debt not owed,Debt was discharged in bankruptcy,MA,2458.0,2015-02-25,2015-02-25,Citibank,In progress,Yes,
4811,1256950,Credit reporting,,Incorrect information on credit report,Account status,GA,31313.0,2015-02-25,2015-03-03,"Applied Business Services, Inc.",Closed with explanation,Yes,
4812,1256915,Credit card,,Customer service / Customer relations,,AR,72751.0,2015-02-25,2015-03-03,GE Capital Retail,Closed with explanation,Yes,
4813,1256908,Credit card,,Billing disputes,,SC,29577.0,2015-02-25,2015-02-25,Amex,Closed with explanation,Yes,Yes
4814,1257353,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,WI,53548.0,2015-02-25,2015-02-25,"Malcolm S. Gerald and Associates, Inc.",Closed with non-monetary relief,Yes,
4815,1256949,Student loan,Non-federal student loan,Can't repay my loan,,MN,55423.0,2015-02-25,2015-03-04,Student Loan Finance Corporation,Closed with explanation,Yes,
4816,1256948,Credit reporting,,Incorrect information on credit report,Information is not mine,CA,92649.0,2015-02-25,2015-02-25,Equifax,Closed with explanation,Yes,
4817,1256921,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,CA,92672.0,2015-02-25,2015-02-25,"R.M. Galicia, Inc.",Closed with explanation,Yes,
4818,1256944,Debt collection,"Other (phone, health club, etc.)",Communication tactics,Frequent or repeated calls,OH,44017.0,2015-02-25,2015-02-25,"Capio Partners, LLC",Closed with non-monetary relief,Yes,
4819,1257011,Debt collection,Credit card,Communication tactics,Threatened to take legal action,NJ,8010.0,2015-02-25,2015-02-25,"Dynia & Associates, LLC",Closed with explanation,Yes,
4820,1257127,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,MA,1960.0,2015-02-25,2015-03-03,Bank of America,In progress,Yes,
4821,1256979,Credit card,,Billing disputes,,FL,33774.0,2015-02-25,2015-03-03,Citibank,Closed with monetary relief,Yes,
4822,1257012,Debt collection,Credit card,Communication tactics,Threatened to take legal action,NJ,8010.0,2015-02-25,2015-02-25,Second Round Limited Partnership,Closed with explanation,Yes,
4823,1256975,Credit card,,Closing/Cancelling account,,NY,11229.0,2015-02-25,2015-02-25,Discover,Closed with explanation,Yes,
4824,1256967,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,WI,53578.0,2015-02-25,2015-02-25,Wells Fargo,Closed with explanation,Yes,Yes
4825,1257131,Debt collection,Payday loan,Improper contact or sharing of info,Contacted me after I asked not to,CA,91709.0,2015-02-25,2015-03-04,CNG Financial Corporation,Closed with explanation,Yes,
4826,1257008,Credit reporting,,Credit monitoring or identity protection,Billing dispute,LA,71129.0,2015-02-25,2015-03-04,Experian,Closed with monetary relief,Yes,
4827,1256983,Debt collection,Payday loan,Communication tactics,Threatened to take legal action,NM,87401.0,2015-02-25,2015-03-03,"Enova International, Inc.",Closed with explanation,Yes,
4828,1257006,Debt collection,Credit card,Improper contact or sharing of info,Talked to a third party about my debt,TX,79720.0,2015-02-25,2015-03-03,Wells Fargo,Untimely response,No,
4829,1256986,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,OH,43019.0,2015-02-25,2015-02-25,"Pinnacle Credit Services, LLC",Closed with explanation,Yes,
4830,1256999,Debt collection,,Communication tactics,Frequent or repeated calls,CA,92392.0,2015-02-25,2015-02-25,"Portfolio Recovery Associates, Inc.",Closed with non-monetary relief,Yes,
4831,1256287,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,NY,12304.0,2015-02-25,2015-02-25,Equifax,In progress,Yes,
4832,1257097,Credit card,,Bankruptcy,,NC,27514.0,2015-02-25,2015-02-25,Bank of America,Closed with explanation,Yes,
4833,1259485,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,NY,11229.0,2015-02-25,2015-03-04,JPMorgan Chase,Closed with explanation,Yes,
4834,1257035,Bank account or service,Checking account,"Account opening, closing, or management",,NY,11801.0,2015-02-25,2015-03-02,TD Bank,Closed with explanation,Yes,
4835,1257327,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,OH,45011.0,2015-02-25,2015-02-25,Citibank,Closed with explanation,Yes,Yes
4836,1257026,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,NH,3105.0,2015-02-25,2015-03-03,Bank of America,In progress,Yes,
4837,1257034,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,VA,22835.0,2015-02-25,2015-03-04,"Select Portfolio Servicing, Inc",Closed with explanation,Yes,
4838,1257033,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,VA,22835.0,2015-02-25,2015-03-03,Bank of America,In progress,Yes,
4839,1257029,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",,GA,30038.0,2015-02-25,2015-02-26,Wells Fargo,Closed with explanation,Yes,
4840,1257030,Bank account or service,Checking account,Problems caused by my funds being low,,FL,33182.0,2015-02-25,2015-03-03,Bank of America,Closed with explanation,Yes,
4841,1257069,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,PA,19018.0,2015-02-25,2015-02-25,Penn Credit Corporation,Closed with explanation,Yes,
4842,1257357,Bank account or service,Checking account,Deposits and withdrawals,,IN,46528.0,2015-02-25,2015-03-11,"FNIS (Fidelity National Information Services, Inc.)",Closed with explanation,Yes,Yes
4843,1257042,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,TX,77067.0,2015-02-25,2015-03-03,JPMorgan Chase,In progress,Yes,
4844,1257318,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,PA,17402.0,2015-02-25,2015-03-03,Ocwen,Closed with explanation,Yes,
4845,1257320,Debt collection,"Other (phone, health club, etc.)",Taking/threatening an illegal action,Threatened to sue on too old debt,IL,60657.0,2015-02-25,2015-02-25,"First National Collection Bureau, Inc.",Closed with explanation,Yes,Yes
4846,1257884,Debt collection,Medical,Taking/threatening an illegal action,Threatened arrest/jail if do not pay,CO,80003.0,2015-02-25,2015-02-26,"Alpine Credit, Inc",Untimely response,No,
4847,1257306,Credit card,,Closing/Cancelling account,,OR,97132.0,2015-02-25,2015-02-25,Capital One,Closed with monetary relief,Yes,
4848,1257307,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,PA,17555.0,2015-02-25,2015-02-26,Wells Fargo,In progress,Yes,
4849,1257096,Credit card,,Bankruptcy,,NC,27514.0,2015-02-25,2015-02-25,Citibank,Closed with explanation,Yes,Yes
4850,1257090,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,NH,3057.0,2015-02-25,2015-03-03,JPMorgan Chase,In progress,Yes,
4851,1257358,Consumer loan,Vehicle loan,Shopping for a loan or lease,,FL,32311.0,2015-02-25,2015-03-03,"American Credit Acceptance, LLC",In progress,Yes,
4852,1257317,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,PA,17404.0,2015-02-25,2015-03-03,Bank of America,In progress,Yes,
4853,1257088,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,MI,48439.0,2015-02-25,2015-02-25,Ocwen,Closed with explanation,Yes,Yes
4854,1257272,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,CO,80224.0,2015-02-25,2015-03-03,"EOS Holdings, Inc.",Closed with explanation,Yes,
4855,1257855,Debt collection,"Other (phone, health club, etc.)",Communication tactics,Frequent or repeated calls,OH,44056.0,2015-02-25,2015-02-26,"Client Services, Inc.",Closed with non-monetary relief,Yes,
4856,1255917,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,74432.0,2015-02-25,2015-02-26,"Triad Financial Services, Inc.",Closed with explanation,Yes,
4857,1257119,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,TX,78130.0,2015-02-25,2015-02-25,Selene Finance,Closed with explanation,Yes,Yes
4858,1257864,Student loan,Non-federal student loan,Can't repay my loan,,GA,31419.0,2015-02-25,2015-02-26,Navient,In progress,Yes,
4859,1257865,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,,86403.0,2015-02-25,2015-03-03,"RevSolve, Inc.",Untimely response,No,
4860,1257851,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,VA,22624.0,2015-02-25,2015-02-26,FMS Inc.,Closed with explanation,Yes,
4861,1257835,Mortgage,Other mortgage,Settlement process and costs,,CA,91977.0,2015-02-25,2015-02-26,Ocwen,Closed with explanation,Yes,
4862,1257852,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,VA,22624.0,2015-02-25,2015-02-26,Citibank,Closed with non-monetary relief,Yes,
4863,1257118,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,WA,98310.0,2015-02-25,2015-03-10,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,
4864,1257101,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,CA,93304.0,2015-02-25,2015-02-25,Experian,In progress,Yes,
4865,1257853,Debt collection,Medical,Disclosure verification of debt,Not disclosed as an attempt to collect,MD,21208.0,2015-02-25,2015-03-03,"Berks Credit and Collections, Inc.",Closed,Yes,
4866,1257841,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,NJ,7006.0,2015-02-25,2015-02-26,BB&T Financial,Closed with explanation,Yes,
4867,1257836,Credit card,,Advertising and marketing,,CA,92131.0,2015-02-25,2015-02-26,JPMorgan Chase,Closed with non-monetary relief,Yes,
4868,1257106,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,PA,19114.0,2015-02-25,2015-02-25,Citibank,Closed with explanation,Yes,Yes
4869,1259428,Consumer loan,Installment loan,Shopping for a loan or lease,,TN,37115.0,2015-02-25,2015-02-26,U.S. Bancorp,Closed with explanation,Yes,
4870,1257104,Credit reporting,,Incorrect information on credit report,Reinserted previously deleted info,CA,95948.0,2015-02-25,2015-03-04,Equifax,Closed with explanation,Yes,Yes
4871,1257844,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,GA,30058.0,2015-02-25,2015-02-26,Wells Fargo,Closed with explanation,Yes,
4872,1257111,Debt collection,Medical,Disclosure verification of debt,Not given enough info to verify debt,RI,2878.0,2015-02-25,2015-03-03,"Action Collection Agencies, Inc.",Closed with explanation,Yes,
4873,1259422,Credit card,,Billing statement,,FL,33069.0,2015-02-25,2015-02-26,Discover,Closed with explanation,Yes,Yes
4874,1257833,Debt collection,Medical,False statements or representation,Attempted to collect wrong amount,FL,32809.0,2015-02-25,2015-02-26,"Adler Wallach & Associates, Inc.",Closed with explanation,Yes,
4875,1257110,Bank account or service,Checking account,"Making/receiving payments, sending money",,CA,90255.0,2015-02-25,2015-03-04,Wells Fargo,Closed with explanation,Yes,
